anime_id,Name,Score,Genres,English name,Japanese name,sypnopsis,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
40841,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,7.48,"Fantasy, Slice of Life",Unknown,本好きの下剋上 ～司書になるためには手段を選んでいられません～ OVA,"Eustachius no Shitamachi Sennyuu Dai Sakusen (Eustachius' Incognito Operation Downtown) To get more information about Myne and her strange background, Head Priest Ferdinand sends two nobles, Eustachius and Eckhard, to investigate everything regarding her life within her hometown. However, things do not go the way they expected. Corinna-sama no Otaku Houmon (Visiting Missus Corinna) Otto's wife, Corinna, takes an interest in the outfit that Myne wore at her baptism. Corinna summons her alongside her mother, Eva, and sister, Turi, wishing to know the procedure in making such sophisticated attire and accessories. Naturally, for Myne, she sees an excellent opportunity for profit.",OVA,1,"Mar 10, 2020",Unknown,Unknown,Unknown,Ajia-Do,Light novel,24 min.,PG-13 - Teens 13 or older,1634.0,3455,22314,17,323,17201,79,59
40842,Idoly Pride,6.79,Music,Idoly Pride,IDOLY PRIDE,"To become an idol, I shed blood, sweat, and tears. Even so, I push on. I want to shine. I want to earn it. I want to become number one. I want to smile. I want to make my dreams come true. I want to look back at a sea of people. I want to be noticed. I want to find it. I want to overcome obstacles. I have only pride inside my chest. No one is in the spotlight from the beginning. Everyone is weak. Only those who do not break will reach the highest peak to become an idol. This is the story of idols who face big dreams and harsh reality. (Source: MAL News)",TV,12,"Jan 10, 2021 to ?",Winter 2021,"Half H.P Studio, F.M.F, Wicky.Records",Funimation,Lerche,Original,23 min. per ep.,Unknown,4489.0,4224,14564,95,6240,6,315,718
40845,Marudase Kintarou,5.23,Yaoi,Unknown,まるだせ金太狼,"akoto's grandfather was the principal of the great Onodera Academy, and when he passed away, he left Makoto and his school staff with one very important will - ""The one man who is able to seduce Makoto with his superb sexual techniques will be given the right to take over as Onodera Academy's new principal!"" Because of this ridiculous last request, Makoto is now every faculty member's target for sexual harassment! Desperate to protect his virginity, Makoto seeks help from his childhood friend (and the man who he has always loved), Kintaro. (Source: DMP)",Movie,1,"Dec 11, 2020",Unknown,Unknown,Unknown,Seven,Manga,9 min.,PG-13 - Teens 13 or older,,8803,2024,14,49,258,19,23
40849,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru Recap,6.15,"Action, Adventure, Comedy, Fantasy",Unknown,慎重勇者~この勇者が俺TUEEEくせに慎重すぎる~ 総集編,cap of first nine episodes of Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru .,Special,1,"Dec 11, 2019",Unknown,Kadokawa,Unknown,White Fox,Light novel,23 min.,PG-13 - Teens 13 or older,7586.0,4019,16294,20,604,11195,160,356
40850,Breakers,6.35,Sports,Breakers,ブレーカーズ,"The anime will center on para-athletes who all meet an outcast sports scientist named Ren Narita. The anime will have four stories about four different sports: wheelchair basketball, track and high jump, goalball, and paralympic swimming. (Source: ANN)",TV,16,"Jan 7, 2020 to May 26, 2020",Winter 2020,"NHK, NHK Enterprises",Unknown,Albacrow,Original,8 min. per ep.,PG-13 - Teens 13 or older,6621.0,5351,8021,9,1126,2158,404,1369
40852,Dr. Stone: Stone Wars,8.29,"Sci-Fi, Adventure, Shounen",Unknown,ドクターストーン STONE WARS,"Senkuu has made it his goal to bring back two million years of human achievement and revive the entirety of those turned to statues. However, one man stands in his way: Tsukasa Shishiou, who believes that only the fittest of those petrified should be revived. As the snow melts and spring approaches, Senkuu and his allies in Ishigami Village finish the preparations for their attack on the Tsukasa Empire. With a reinvented cell phone model now at their disposal, the Kingdom of Science is ready to launch its newest scheme to recruit the sizable numbers of Tsukasa's army to their side. However, it is a race against time; for every day the Kingdom of Science spends perfecting their inventions, the empire rapidly grows in number. Reuniting with old friends and gaining new allies, Senkuu and the Kingdom of Science must stop Tsukasa's forces in order to fulfill their goal of restoring humanity and all its creations. With the two sides each in pursuit of their ideal world, the Stone Wars have now begun!",TV,11,"Jan 14, 2021 to ?",Winter 2021,"TOHO animation, Shueisha",Funimation,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,229.0,325,414084,4520,229258,65,4047,1238
40853,Stand By Me Doraemon 2,6.51,"Sci-Fi, Comedy, Kids, Seinen",Unknown,STAND BY ME ドラえもん ２,Second movie of Stand By Me Doraemon .,Movie,1,"Nov 20, 2020",Unknown,"Dentsu, TV Asahi, Toho, Shueisha, Nagoya Broadcasting Network, Asahi Broadcasting, Shogakukan, Abe Shuuji Jimusho, Shizuoka Asahi Television",Unknown,"Shirogumi, Shin-Ei Animation",Manga,Unknown,PG - Children,12236.0,7760,3070,21,65,174,29,21
40854,BanG Dream! Garupa☆Pico: Oomori,7.63,"Music, Comedy",Unknown,BanG Dream! ガルパ☆ピコ ~大盛り~,The second season of the mini series starring the girls of BanG Dream!,TV,26,"May 7, 2020 to Oct 29, 2020",Spring 2020,Cloud22,Unknown,SANZIGEN,Manga,3 min. per ep.,PG-13 - Teens 13 or older,1197.0,6157,5734,46,1065,2871,145,122
40855,Hajimete no Hitozuma,6.31,Hentai,Unknown,初めてのヒトヅマ,,OVA,2,"May 22, 2020 to Aug 7, 2020",Unknown,Unknown,Unknown,Unknown,Manga,15 min. per ep.,Rx - Hentai,,8094,2674,18,901,682,272,156
40858,Psycho-Pass 3: First Inspector,7.88,"Action, Sci-Fi, Police, Psychological",Unknown,PSYCHO-PASS サイコパス 3 FIRST INSPECTOR,"The film will conclude the story of season 3 on the case of the ""Foxes"" being pursued by Unit 1, the Bifrost mystery, and Arata and Kei's battle. (Source: ANN)",Movie,3,"Mar 27, 2020",Unknown,"Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, MAGNET",Unknown,Production I.G,Original,46 min. per ep.,R - 17+ (violence & profanity),698.0,2235,51306,108,1727,26403,667,267
40861,Hakumei no Tsubasa,7.61,"Action, Adventure, Comedy, Kids, Fantasy",Pokemon:Twilight Wings,薄明の翼,"Galar is a region where Pokemon battles have developed into a cultural sensation. Over the span of seven episodes, Pokemon: Twilight Wings will show in detail the dreams of Galar's residents, the realities they face, the challenges they must overcome and the conflicts they must resolve. In addition to these new stories, fans can expect to see a variety of Pokemon originally discovered in the Galar region appearing in the capsule series. (Source: Press Release)",ONA,7,"Jan 15, 2020 to Aug 6, 2020",Unknown,Unknown,Unknown,"Studio Colorido, FILMONY",Game,6 min. per ep.,PG - Children,1252.0,4543,12163,69,1656,7742,379,222
40870,SSSS.Dynazenon,6.51,"Action, Sci-Fi, Mecha",Unknown,SSSS.DYNAZENON,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,TV,Unknown,"Apr, 2021 to ?",Spring 2021,"Pony Canyon, Tsuburaya Productions",Unknown,Trigger,Original,Unknown,Unknown,,3304,24979,93,0,0,1,0
40873,Granblue Fantasy The Animation Season 2 Extras,6.58,"Adventure, Fantasy",Unknown,グランブルーファンタジー The Animation Season 2 Extra,"ou Hitotsu no Tabiji (Another Journey) Djeeta and the crew head to an ancient castle after hearing rumors about the Wish Egg, a fairy tale treasure said to grant any wish. They each contemplate what to wish for as they move through the castle and overcome trial after trial to reach the treasure. Along the way, they meet a girl also in search of the Egg, and they decide to take on the challenges together. Kourin! Cypher Mask! / Sei Albion Onna Gakuen Monogatari The Masked Cypher Descends! Far away on a remote island, Gran steps into the ring for an exhibition match of ritual proportion. Once a year, top fighters from around the island must gather together for a duel to appease the gods, and anything less than victory could spell grave disaster for the locals.After grinding through some grueling training to master the art of wrestling, Gran enters his match as the mysterious masked fighter, the Masked Cypher. A Tale of St. Albion Girls' Academy Djeeta is just an ordinary student at St. Albion Girls' Academy, who one day, while spending some time in the animal shed, finds herself smitten with her upper classman. That upperclassman's name is Katalina, who is renowned for both her wit and beauty. Even as Djeeta shrinks back from Katalina's majesty, the two gradually grow closer. Unbeknownst to them, however, not everyone is excited for their newfound affection. (Source: Official Site)",Special,2,"Mar 28, 2020 to Aug 26, 2020",Unknown,Unknown,Unknown,MAPPA,Game,23 min. per ep.,PG-13 - Teens 13 or older,5480.0,5580,7281,5,276,3787,97,63
40876,Ai Zai Xi Yuan Qian,6.51,"Action, Sci-Fi, Romance, Fantasy",Unknown,爱在西元前,"Some aliens come to the Earth and one of them, become Babilonia's King, building the Babel Tower in order to come back to his world. But, due to technical failures his spaceship explodes, killing the main female character. The male lead and his troop stay in the Earth to find a way to come back. The female main character reincarnates 2500 years ago and met with him one more time. Then, what will happen now? (Source: tvtime.com)",ONA,12,"Jul 13, 2019 to Aug 31, 2019",Unknown,Unknown,Unknown,Unknown,Music,15 min. per ep.,PG-13 - Teens 13 or older,13232.0,11407,678,3,85,119,30,37
40879,Love Live! Nijigasaki Gakuen School Idol Doukoukai,7.62,"Music, Slice of Life, School",Unknown,ラブライブ! 虹ヶ咲学園スクールアイドル同好会,"Buried within the numerous clubs at Nijigasaki High School lies the school idol club. The club, while lacking popularity, definitely does not lack potential. During their debut performance, they were able to seize a sizable audience, along with the attention of their schoolmates Ayumu Uehara and Yuu Takasaki. Enamored, the duo makes their way to join the club; however, they are disappointed to find out that the club had just been disbanded. Nevertheless, Ayumu does not believe that it should have ended there. Together with Yuu, they begin restoring the school idol club, hoping to recreate the idol performances that dazzled them before. Love Live! Nijigasaki Gakuen School Idol Doukoukai shines its spotlight over the reformed school idol club as they recruit both former members of the club alongside newcomers. Taking the first step toward their dreams, how will these girls achieve idol stardom?",TV,13,"Oct 3, 2020 to Dec 26, 2020",Fall 2020,"Bushiroad, Kadokawa, Bandai Namco Arts",Funimation,Sunrise,Other,24 min. per ep.,PG-13 - Teens 13 or older,1220.0,2544,39832,699,7576,13467,1160,1313
40880,Kiratto Pri☆chan Season 3,6.51,"Music, Slice of Life, Comedy, Magic, Shoujo",Unknown,キラッとプリ☆チャン シーズン3,Third season of Kiratto Pri☆chan .,TV,Unknown,"Apr 5, 2020 to ?",Spring 2020,syn Sophia,Unknown,Tatsunoko Production,Game,24 min.,PG - Children,5867.0,10269,1102,3,308,0,40,104
40881,Pokemon Movie 23: Coco,6.51,"Action, Game, Adventure, Comedy, Kids, Fantasy",Pokémon the Movie:Secrets of the Jungle,劇場版ポケットモンスター ココ,"The new film's story is set in Okoya Forest, a Pokémon paradise protected by strict rules that forbid outsiders from setting foot inside. The film centers on Coco, a boy who was raised by Pokémon and also considers himself as one, treating the Mythical Pokémon Zarude as his father. Ash and Pikachu encounter Coco during an adventure. The film focuses on the theme of a ""human raised by Pokémon,"" instead of the previous films' focus of the ""bond between a human trainer and their Pokémon."" (Source: ANN)",Movie,1,"Dec 25, 2020",Unknown,"TV Tokyo, Shogakukan-Shueisha Productions, JR East Marketing & Communications",Unknown,OLM,Game,Unknown,PG - Children,11558.0,5318,8116,13,89,221,76,21
40885,Can Ci Pin,6.51,Sci-Fi,Unknown,残次品,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,ONA,Unknown,2021 to ?,Unknown,Unknown,Unknown,Unknown,Novel,Unknown,Unknown,,13964,267,3,0,0,0,0
40888,Mobile Suit Gakuen: Kaette Kita G-Reco Koushien,6.51,"Comedy, Parody, Mecha",Mobile Suit Academy:The Return of 'G-Reco Koushien',モビルスーツ学園「帰ってきたＧ-レコ甲子園」,Short specials bundled with the Blu-ray volumes of the Gundam: G no Reconguista movies.,Special,Unknown,"Jan 17, 2020 to ?",Unknown,Unknown,Unknown,Unknown,Original,1 min.,PG - Children,15631.0,12440,447,0,70,0,32,39
40890,Gundam: G no Reconguista Movie II - Bellri Gekishin,6.17,"Action, Sci-Fi, Space, Mecha",Unknown,劇場版 ガンダム Ｇのレコンギスタ Ⅱ ベルリ 撃進,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,Movie,1,"Feb 21, 2020",Unknown,Unknown,Unknown,Sunrise,Original,Unknown,PG-13 - Teens 13 or older,7507.0,11134,756,0,30,206,13,40
40893,Komatta Jiisan,6.42,"Adventure, Slice of Life, Comedy, Drama, Romance, Seinen",Unknown,困ったじいさん,The comedy centers on an old man who pulls stereotypical ikemen (handsome man) actions on similarly old women and makes their hearts flutter. (Source: ANN),TV,13,"Apr 8, 2020 to Jul 1, 2020",Spring 2020,Unknown,Unknown,Kachidoki Studio,Manga,1 min. per ep.,Unknown,6315.0,7604,3286,5,331,1502,64,226
40894,Kyokou Suiri Mini Anime,5.71,"Comedy, Demons, Supernatural",Unknown,虚構推理 ミニアニメ,Short episodes with super-deformed characters posted on the official Twitter account. Includes the extra episode commemorating the BD/DVD releases.,ONA,38,"Nov 15, 2019 to Feb 10, 2020",Unknown,Unknown,Unknown,AQUA ARIS,Manga,1 min. per ep.,Unknown,9134.0,6925,4225,4,340,744,165,124
40897,Marulk-chan no Nichijou,6.77,"Adventure, Fantasy",Maruruk's Everday,マルルクちゃんの日常,Shorts played before Made in Abyss Movie 3: Fukaki Tamashii no Reimei in Japan's theatrical screenings.,Movie,4,"Jan 17, 2020 to Feb 7, 2020",Unknown,Unknown,Unknown,Kinema Citrus,Manga,3 min. per ep.,PG-13 - Teens 13 or older,4603.0,4330,13586,8,746,5260,320,145
40900,Mr.AFFECTiON,7.06,Music,Mr. Affection,【BĻACK OR WHiTE】『Mr.AFFECTiON/IDOLiSH7』,"Official music video for IDOLiSH7's song ""Mr.AFFECTiON"" for the 2019 BĻACK OR WHiTE event.",Music,1,"Dec 16, 2019",Unknown,Unknown,Unknown,Orange,Game,3 min.,PG-13 - Teens 13 or older,3403.0,10334,1064,4,37,773,6,17
40901,Toji no Miko: Kizamishi Issen no Tomoshibi OVA,6.55,"Action, Fantasy",Unknown,刀使ノ巫女 刻みし一閃の燈火,"Since ancient times, shrine maidens who wield swords have been exorcising ""aratama,"" strange existences that threaten the human world. These young women who wear school uniforms and a sword are called ""Toji,"" and they serve as an official unit within the police force as a ""special religious service police squad."" The government authorizes the Toji to wear swords and serve as government officials, and the government has set up five schools throughout the country for the girls to attend. In the spring, the five schools send their best Toji to compete in a tournament. As the tournament comes closer, all of the representatives rigorously train themselves in order to get stronger and improve their skills. (Source: ANN)",OVA,2,"Oct 25, 2020 to Nov 29, 2020",Unknown,Genco,Unknown,Project No.9,Game,30 min. per ep.,PG-13 - Teens 13 or older,5648.0,7089,4001,10,356,1355,82,47
